HPO编号	主分类(中文)	名称(英文)	定义(英文)	中文译名	中文定义
HP:0031497	肿瘤	Mucinous colorectal carcinoma	['A subtype of colorectal carcinoma with mucin lakes.']	粘液性结直肠癌	['一种结直肠癌的亚型，有粘液囊']。
HP:0031498	肿瘤	Mucinous gastric carcinoma	A poorly differentiated type of gastric carcinoma with a substantial amount of extracellular mucus (over 50% of tumor volume) within the tumor.	粘液性胃癌	一种低分化类型的胃癌，在肿瘤中有大量的细胞外黏液(超过50%的肿瘤体积)。
HP:0031499	肿瘤	Appendiceal mucinous neoplasm	An epithelial neoplasm originating in the appendix and often associated with cystic dilation of the appendix due to accumulation of gelatinous material, morphologically referred to as mucoceles.	阑尾的粘液性肿瘤	一种起源于阑尾的上皮肿瘤，通常与阑尾的囊性扩张有关，这是由于胶凝材料的堆积而形成的，形态学上称为黏液囊肿。
HP:0031500	消化系统异常	Abdominal mass	['An abnormal enlargement or swelling in the abdomen.']	腹部肿块	腹腔内肿块
HP:0031501	消化系统异常	Pelvic mass	['An abnormal enlargement or swelling in the pelvic region.']	盆腔肿块	盆腔内肿块
HP:0031502	肿瘤,泌尿生殖系统异常	Trophoblastic tumor	A gestational or non-gestational neoplasm composed of neoplastic trophoblastic cells [NCIT:C3422].	滋养细胞肿瘤	由肿瘤滋养细胞组成的妊娠期或非妊娠期肿瘤。
HP:0031503	呼吸系统异常	Night gasping	['Waking up at night gasping for breath.']	夜间发作性喘息	夜间因喘息而无法睡眠。
HP:0031504	泌尿生殖系统异常,代谢紊乱/稳态失衡	Foamy urine	['Urine has an increased amount of frothy fine bubbles.']	泡沫尿	尿液中的细小泡沫增多。
HP:0031505	内分泌系统异常	Abnormal circulating thyroxine level	['A deviation from the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).']	循环甲状腺素水平异常	血液中甲状腺素浓度偏离正常值。甲状腺素（也称T4）是血液中甲状腺分泌的主要激素，可被转化为具有活性的三碘甲状腺原氨酸（即T3）
HP:0031506	内分泌系统异常	Increased circulating thyroxine level	['An elevation above the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).']	循环甲状腺素水平升高	血液中甲状腺素浓度高于正常水平。甲状腺素（也称T4）是血液中甲状腺分泌的主要激素，可被转化为具有活性的三碘甲状腺原氨酸（即T3）
HP:0031507	内分泌系统异常	Decreased circulating thyroxine level	['A reduction below the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).']	循环甲状腺素水平降低	血液中甲状腺素浓度低于正常水平。甲状腺素（也称T4）是血液中甲状腺分泌的主要激素，可被转化为具有活性的三碘甲状腺原氨酸（即T3）
HP:0031508	内分泌系统异常	Abnormal thyroid hormone level	['Any deviation from the normal range of the hormones produced by the thyroid gland.']	甲状腺激素水平异常	甲状腺分泌的激素水平偏离正常值
HP:0031509	乳房异常	Dry nipple		乳头干燥	
HP:0031510	耳部异常	Linear earlobe crease	['A transverse linear fissure (crease) in the lobule of the ear.']		
HP:0031511	耳部异常	Diagonal earlobe crease	Diagonal earlobe creases run from the lower pole of the external meatus, diagonally backwards to the edge of the lobe at approximately 45 degrees.		
HP:0031512	体壁的异常	Abnormal cutaneous collagen fibril morphology		皮肤胶原纤维形态异常	
HP:0031513	体壁的异常	Luse bodies	['Fusiform collagen fibers with abnormally long spacing (exceeding 100 nm) between electron-dense bands.']	Luse小体	电子致密带过长（大于100nm）的纺锤状胶原纤维
HP:0031514	免疫系统异常,血液和造血组织异常	Increased proportion of exhausted T cells	An abnormally elevated proportion of exhausted T cells (Tex) among circulating T cells. T cell exhaustion is a distinct differentiation state that can be distinguished from naive, effector, and memory T cells. Compared to effector (TE) and memory (TMEM) T cells, exhausted T cells (TEX) display impaired effector functions (e.g., rapid production of effector cytokines, cytotoxicity). TEX have limited proliferative potential, especially compared to some subsets of TMEM and naive T cells.	衰竭T细胞比例增加	T细胞循环中的衰竭性T细胞比例增加。衰竭性T细胞是一种特殊的分化状态，能与幼稚性T细胞、效应性T细胞、记忆性T细胞区分开来。与效应性T细胞和记忆性T细胞相比，衰竭性T细胞可使效应器的功能受损（例如，效应器细胞因子、细胞毒性的快速产生）。衰竭性T细胞与记忆性T细胞和幼稚性T细胞的亚群相比其增殖潜能受限。
HP:0031515	泌尿生殖系统异常	Abnormal meiosis	['Any anomaly of meiosis, a type of cell division that reduces the number of chromosomes in the parent cell by half and produces four gamete cells.']	减数分裂异常	一种异常的减数分裂，亲代细胞每分裂一次，染色体数目减半并产生四个配子。
HP:0031516	泌尿生殖系统异常	Oocyte arrest at metaphase I	Failure of oocytes to proceed through the stages of meiosis with stoppage at the first metaphase stage.	卵母细胞第一次减数分裂中期停滞	卵母细胞减数停滞在第一次减数分裂中期。
HP:0031517	体壁的异常	Verruciform xanthoma	A papillary or cauliflower-like growth characterized by the presence of foamy histiocytes within the elongated dermal papillae forms.	疣状黄瘤	乳头状或花椰菜状生长，其特征是在细长真皮乳头形式内存在泡沫状组织细胞。
HP:0031518	神经系统异常	Absent posterior alpha rhythm	Lack of normal alpha rhythm in the EEG. Alpha rhythm has been defined as a rhythm at 8-13 Hz occurring during wakefulness over the posterior regions of the head, generally with higher voltage over the occipital areas. Amplitude is variable but is mostly below 50 microvolt in adults. It is best seen with eyes closed and under conditions of physical relaxation and relative mental inactivity. It is blocked or attenuated by attention, especially visual and mental effort. One should here note the difference between the terms alpha rhythm and alpha activity: Alpha activity refers to activity in the range of 8-13 Hz and alpha rhythm is the activity of 8-13 Hz with specific characteristics as defined above.	α节律缺乏	脑电图缺乏正常的α节律。α节律被定义为在清醒时颅后部发生的8～13Hz的放电节律，通常在枕部区域具有较高的电压。α节律振幅是可变的，但在成人中大多低于50微伏。α节律检测最好是闭眼、身体放松和精神相对不活跃的情况下进行；集中注意力，尤其是视觉和精神活动能够阻止或者减弱这种放电。这里应该注意α节律和α活动之间的差异：α活动是指在8～13Hz范围内的活动，α节律是具有特定特征的8～13Hz的活动。
HP:0031519	体壁的异常	Cauliflower deformity of dermal collagen fibrils	An anomaly of collagen fibers of the skin that is said to resemble a cauliflower and can be appreciated by electorn microscopy.	真皮胶原纤维花椰菜畸形	皮肤胶原纤维异常形态，似花椰菜状，可用电子显微镜观察
HP:0031521	肿瘤,泌尿生殖系统异常	Vaginal clear cell adenocarcinoma	A type of adenocarcinoma originating in the vagina and characterized by large cells with moderate to abundant clear cytoplasm.	阴道透明细胞腺癌	一种起源于阴道的腺癌，其特征为大细胞，有中度到丰富的透明细胞质。
HP:0031522	肿瘤,泌尿生殖系统异常	Cervical clear cell adenocarcinoma	A type of adenocarcinoma originating in the cervix and characterized by large cells with moderate to abundant clear cytoplasm.	宫颈部透明细胞腺癌	一种起源于子宫颈的腺癌，其特征为大细胞，有中度到丰富的透明细胞质。
HP:0031523	肿瘤,头部和颈部的异常	Salivary gland oncocytoma	A benign epithelial neoplasm composed of layers of oncocytes (small round nucleus, micro-granular, eosinophilic cytoplasm with numerous tightly-packed mitochondria.	唾腺嗜酸性瘤	一种良性的上皮性肿瘤，由一层一层的肿瘤细胞组成(小圆核，微颗粒，嗜酸性胞质，有大量致密堆积的线粒体)。
HP:0031524	肿瘤,消化系统异常	Ampulla of Vater carcinoma	A carcinoma originating in the ampulla of Vater (also known as the hepatopancreatic duct), which is formed by the union of the pancreatic duct and the common bile duct.	Vater壶腹癌	发生在Vater壶腹(也称为肝胰管)的癌，Vater壶腹是由胰管和总胆管会合形成。
HP:0031525	肿瘤,体壁的异常	Keratoacanthoma	Keratoacanthoma (KA) is a common benign epithelial tumour that originates from the pilosebaceous glands. In most cases, it is characterized by rapid evolution, followed by spontaneous resolution over 4 to 6 months. KA usually presents as a solitary flesh-coloured nodule with a central keratin plug on the sun-exposed skin of elderly individuals.	角化棘皮瘤	角化棘皮瘤（KA）是一种常见的良性上皮肿瘤，起源于毛囊皮脂腺。 在大多数情况下，皮损发展快，病程短，4至6个月内自发消退。 KA通常好发于老年人的皮肤暴露部位，皮损呈肉色孤立性结节，中央充满角质栓。
HP:0031526	眼部异常	Subretinal fluid	["Edema/fluid accumulating between the retinal pigment epithelium and Bruch's membrane."]	视网膜下积液	水肿/液体潴留在视网膜色素上皮和 Bruch 膜之间。
HP:0031527	眼部异常	Intraretinal fluid	['Edema/fluid accumulating within the retinal layers.']	视网膜内积液	水肿/液体潴留在视网膜层内。
HP:0031528	眼部异常	Subretinal deposits	['Deposits accumulating between the outer retina and the retinal pigment epithelium.']	视网膜下沉积物	沉积物堆积在外层视网膜和视网膜色素上皮之间。
